Disease_Trait	MeshId	MeshTerm
sib-shared facial trait 635; facial segment 27; 3d morphology of the chin and inner jaw	D019767	Maxillofacial Abnormalities
sib-shared facial trait 636; facial segment 27; 3d morphology of the chin and inner jaw	D019767	Maxillofacial Abnormalities
sib-shared facial trait 637; facial segment 27; 3d morphology of the chin and inner jaw	D019767	Maxillofacial Abnormalities
sib-shared facial trait 638; facial segment 28; 3d morphology of the middle forehead	D019767	Maxillofacial Abnormalities
sib-shared facial trait 639; facial segment 28; 3d morphology of the middle forehead	D019767	Maxillofacial Abnormalities
sib-shared facial trait 63; facial segment 1; 3d morphology of the full face	D019465	Craniofacial Abnormalities
sib-shared facial trait 640; facial segment 28; 3d morphology of the middle forehead	D019767	Maxillofacial Abnormalities
sib-shared facial trait 641; facial segment 28; 3d morphology of the middle forehead	D019767	Maxillofacial Abnormalities
sib-shared facial trait 642; facial segment 28; 3d morphology of the middle forehead	D019767	Maxillofacial Abnormalities
sib-shared facial trait 643; facial segment 28; 3d morphology of the middle forehead	D019767	Maxillofacial Abnormalities
sib-shared facial trait 644; facial segment 28; 3d morphology of the middle forehead	D019767	Maxillofacial Abnormalities
sib-shared facial trait 645; facial segment 28; 3d morphology of the middle forehead	D019767	Maxillofacial Abnormalities
sib-shared facial trait 646; facial segment 28; 3d morphology of the middle forehead	D019767	Maxillofacial Abnormalities
sib-shared facial trait 647; facial segment 28; 3d morphology of the middle forehead	D019767	Maxillofacial Abnormalities
sib-shared facial trait 648; facial segment 28; 3d morphology of the middle forehead	D019767	Maxillofacial Abnormalities
sib-shared facial trait 649; facial segment 28; 3d morphology of the middle forehead	D019767	Maxillofacial Abnormalities
sib-shared facial trait 64; facial segment 1; 3d morphology of the full face	D019465	Craniofacial Abnormalities
sib-shared facial trait 650; facial segment 28; 3d morphology of the middle forehead	D019767	Maxillofacial Abnormalities
sib-shared facial trait 651; facial segment 28; 3d morphology of the middle forehead	D019767	Maxillofacial Abnormalities
sib-shared facial trait 652; facial segment 28; 3d morphology of the middle forehead	D019767	Maxillofacial Abnormalities
sib-shared facial trait 653; facial segment 29; 3d morphology of the temple lines	D019767	Maxillofacial Abnormalities
sib-shared facial trait 654; facial segment 29; 3d morphology of the temple lines	D019767	Maxillofacial Abnormalities
sib-shared facial trait 655; facial segment 29; 3d morphology of the temple lines	D019767	Maxillofacial Abnormalities
sib-shared facial trait 656; facial segment 29; 3d morphology of the temple lines	D019767	Maxillofacial Abnormalities
sib-shared facial trait 657; facial segment 29; 3d morphology of the temple lines	D019767	Maxillofacial Abnormalities
sib-shared facial trait 658; facial segment 29; 3d morphology of the temple lines	D019767	Maxillofacial Abnormalities
sib-shared facial trait 659; facial segment 29; 3d morphology of the temple lines	D019767	Maxillofacial Abnormalities
sib-shared facial trait 65; facial segment 1; 3d morphology of the full face	D019465	Craniofacial Abnormalities
sib-shared facial trait 660; facial segment 29; 3d morphology of the temple lines	D019767	Maxillofacial Abnormalities
sib-shared facial trait 661; facial segment 29; 3d morphology of the temple lines	D019767	Maxillofacial Abnormalities
sib-shared facial trait 662; facial segment 29; 3d morphology of the temple lines	D019767	Maxillofacial Abnormalities
sib-shared facial trait 663; facial segment 29; 3d morphology of the temple lines	D019767	Maxillofacial Abnormalities
sib-shared facial trait 664; facial segment 29; 3d morphology of the temple lines	D019767	Maxillofacial Abnormalities
sib-shared facial trait 665; facial segment 29; 3d morphology of the temple lines	D019767	Maxillofacial Abnormalities
sib-shared facial trait 666; facial segment 29; 3d morphology of the temple lines	D019767	Maxillofacial Abnormalities
sib-shared facial trait 667; facial segment 29; 3d morphology of the temple lines	D019767	Maxillofacial Abnormalities
sib-shared facial trait 668; facial segment 29; 3d morphology of the temple lines	D019767	Maxillofacial Abnormalities
sib-shared facial trait 669; facial segment 29; 3d morphology of the temple lines	D019767	Maxillofacial Abnormalities
sib-shared facial trait 66; facial segment 1; 3d morphology of the full face	D019465	Craniofacial Abnormalities
sib-shared facial trait 670; facial segment 29; 3d morphology of the temple lines	D019767	Maxillofacial Abnormalities
sib-shared facial trait 671; facial segment 29; 3d morphology of the temple lines	D019767	Maxillofacial Abnormalities
sib-shared facial trait 672; facial segment 30; 3d morphology of the eyes	D019767	Maxillofacial Abnormalities
sib-shared facial trait 673; facial segment 30; 3d morphology of the eyes	D019767	Maxillofacial Abnormalities
sib-shared facial trait 674; facial segment 30; 3d morphology of the eyes	D019767	Maxillofacial Abnormalities
sib-shared facial trait 675; facial segment 30; 3d morphology of the eyes	D019767	Maxillofacial Abnormalities
sib-shared facial trait 676; facial segment 30; 3d morphology of the eyes	D019767	Maxillofacial Abnormalities
sib-shared facial trait 677; facial segment 30; 3d morphology of the eyes	D019767	Maxillofacial Abnormalities
sib-shared facial trait 678; facial segment 30; 3d morphology of the eyes	D019767	Maxillofacial Abnormalities
sib-shared facial trait 679; facial segment 30; 3d morphology of the eyes	D019767	Maxillofacial Abnormalities
sib-shared facial trait 67; facial segment 1; 3d morphology of the full face	D019465	Craniofacial Abnormalities
sib-shared facial trait 680; facial segment 30; 3d morphology of the eyes	D019767	Maxillofacial Abnormalities
sib-shared facial trait 681; facial segment 30; 3d morphology of the eyes	D019767	Maxillofacial Abnormalities
sib-shared facial trait 682; facial segment 30; 3d morphology of the eyes	D019767	Maxillofacial Abnormalities
sib-shared facial trait 683; facial segment 30; 3d morphology of the eyes	D019767	Maxillofacial Abnormalities
sib-shared facial trait 684; facial segment 30; 3d morphology of the eyes	D019767	Maxillofacial Abnormalities
sib-shared facial trait 685; facial segment 30; 3d morphology of the eyes	D019767	Maxillofacial Abnormalities
sib-shared facial trait 686; facial segment 30; 3d morphology of the eyes	D019767	Maxillofacial Abnormalities
sib-shared facial trait 687; facial segment 30; 3d morphology of the eyes	D019767	Maxillofacial Abnormalities
sib-shared facial trait 688; facial segment 30; 3d morphology of the eyes	D019767	Maxillofacial Abnormalities
sib-shared facial trait 689; facial segment 30; 3d morphology of the eyes	D019767	Maxillofacial Abnormalities
sib-shared facial trait 68; facial segment 1; 3d morphology of the full face	D019465	Craniofacial Abnormalities
sib-shared facial trait 690; facial segment 30; 3d morphology of the eyes	D019767	Maxillofacial Abnormalities
sib-shared facial trait 691; facial segment 30; 3d morphology of the eyes	D019767	Maxillofacial Abnormalities
sib-shared facial trait 692; facial segment 30; 3d morphology of the eyes	D019767	Maxillofacial Abnormalities
sib-shared facial trait 693; facial segment 30; 3d morphology of the eyes	D019767	Maxillofacial Abnormalities
sib-shared facial trait 694; facial segment 30; 3d morphology of the eyes	D019767	Maxillofacial Abnormalities
sib-shared facial trait 695; facial segment 30; 3d morphology of the eyes	D019767	Maxillofacial Abnormalities
sib-shared facial trait 696; facial segment 30; 3d morphology of the eyes	D019767	Maxillofacial Abnormalities
sib-shared facial trait 697; facial segment 30; 3d morphology of the eyes	D019767	Maxillofacial Abnormalities
sib-shared facial trait 698; facial segment 30; 3d morphology of the eyes	D019767	Maxillofacial Abnormalities
sib-shared facial trait 699; facial segment 30; 3d morphology of the eyes	D019767	Maxillofacial Abnormalities
sib-shared facial trait 69; facial segment 1; 3d morphology of the full face	D019465	Craniofacial Abnormalities
sib-shared facial trait 6; facial segment 1; 3d morphology of the full face	D019465	Craniofacial Abnormalities
sib-shared facial trait 700; facial segment 30; 3d morphology of the eyes	D019767	Maxillofacial Abnormalities
sib-shared facial trait 701; facial segment 30; 3d morphology of the eyes	D019767	Maxillofacial Abnormalities
sib-shared facial trait 702; facial segment 30; 3d morphology of the eyes	D019767	Maxillofacial Abnormalities
sib-shared facial trait 703; facial segment 30; 3d morphology of the eyes	D019767	Maxillofacial Abnormalities
sib-shared facial trait 704; facial segment 30; 3d morphology of the eyes	D019767	Maxillofacial Abnormalities
sib-shared facial trait 705; facial segment 31; 3d morphology of the cheekbones and temples	D019767	Maxillofacial Abnormalities
sib-shared facial trait 706; facial segment 31; 3d morphology of the cheekbones and temples	D019767	Maxillofacial Abnormalities
sib-shared facial trait 707; facial segment 31; 3d morphology of the cheekbones and temples	D019767	Maxillofacial Abnormalities
sib-shared facial trait 708; facial segment 31; 3d morphology of the cheekbones and temples	D019767	Maxillofacial Abnormalities
sib-shared facial trait 709; facial segment 31; 3d morphology of the cheekbones and temples	D019767	Maxillofacial Abnormalities
sib-shared facial trait 70; facial segment 1; 3d morphology of the full face	D019465	Craniofacial Abnormalities
sib-shared facial trait 710; facial segment 31; 3d morphology of the cheekbones and temples	D019767	Maxillofacial Abnormalities
sib-shared facial trait 711; facial segment 31; 3d morphology of the cheekbones and temples	D019767	Maxillofacial Abnormalities
sib-shared facial trait 712; facial segment 31; 3d morphology of the cheekbones and temples	D019767	Maxillofacial Abnormalities
sib-shared facial trait 713; facial segment 31; 3d morphology of the cheekbones and temples	D019767	Maxillofacial Abnormalities
sib-shared facial trait 714; facial segment 31; 3d morphology of the cheekbones and temples	D019767	Maxillofacial Abnormalities
sib-shared facial trait 715; facial segment 31; 3d morphology of the cheekbones and temples	D019767	Maxillofacial Abnormalities
sib-shared facial trait 716; facial segment 31; 3d morphology of the cheekbones and temples	D019767	Maxillofacial Abnormalities
sib-shared facial trait 717; facial segment 31; 3d morphology of the cheekbones and temples	D019767	Maxillofacial Abnormalities
sib-shared facial trait 718; facial segment 31; 3d morphology of the cheekbones and temples	D019767	Maxillofacial Abnormalities
sib-shared facial trait 719; facial segment 32; 3d morphology of the upper lip	D019767	Maxillofacial Abnormalities
sib-shared facial trait 71; facial segment 1; 3d morphology of the full face	D019465	Craniofacial Abnormalities
sib-shared facial trait 720; facial segment 32; 3d morphology of the upper lip	D019767	Maxillofacial Abnormalities
sib-shared facial trait 721; facial segment 32; 3d morphology of the upper lip	D019767	Maxillofacial Abnormalities
sib-shared facial trait 722; facial segment 32; 3d morphology of the upper lip	D019767	Maxillofacial Abnormalities
sib-shared facial trait 723; facial segment 32; 3d morphology of the upper lip	D019767	Maxillofacial Abnormalities
sib-shared facial trait 724; facial segment 32; 3d morphology of the upper lip	D019767	Maxillofacial Abnormalities
sib-shared facial trait 725; facial segment 33; 3d morphology of the upper lip	D019767	Maxillofacial Abnormalities
sib-shared facial trait 726; facial segment 33; 3d morphology of the upper lip	D019767	Maxillofacial Abnormalities
sib-shared facial trait 727; facial segment 33; 3d morphology of the upper lip	D019767	Maxillofacial Abnormalities
sib-shared facial trait 728; facial segment 33; 3d morphology of the upper lip	D019767	Maxillofacial Abnormalities
sib-shared facial trait 729; facial segment 33; 3d morphology of the upper lip	D019767	Maxillofacial Abnormalities
sib-shared facial trait 72; facial segment 1; 3d morphology of the full face	D019465	Craniofacial Abnormalities
sib-shared facial trait 730; facial segment 33; 3d morphology of the upper lip	D019767	Maxillofacial Abnormalities
sib-shared facial trait 731; facial segment 33; 3d morphology of the upper lip	D019767	Maxillofacial Abnormalities
sib-shared facial trait 732; facial segment 33; 3d morphology of the upper lip	D019767	Maxillofacial Abnormalities
